IdDon;Auteur;Intermediaire;IdBene;Beneficaire;Statut;Nature;Lieu;Formes;Poids;Prix;Informations;Sources
81;Jean sans Peur;;182;Jean Chousat;Conseiller et gouverneur général des finances du duc;"""Auquel ycelui seigneur pour certaines causes contenues et declaire en ses lettres de mandement sur ce faites et donnez a Bruges le 26e jour de fevrier 1407 a ordonne prendre et avoir de lui chacun an tant comme il lui plaira ce quil aura la charge dudit office de gouverneur des finances de mondit seigneur la somme de 500 écus d'or de pencion ensamble 40 s. pour de gages par jour a les prendre et avoir de mondit seigneur tant depuis le 29e jour de novembre 1406 comme dela en avoir tant ainsi et par la maniere quil avoit et prenoit de mondit seigneur yceux gages et pencions pour lors quil avoit la charge de la recepte generale de laquelle ycelui Jean Chousat su desthargie des ledit 29e jour de novembre 1406 comme par les dictes lettres puet apparoir ladicte pension de 500 fr. a paier a deux termes en lan cest assavoir pasques et Saint Remy et les dis 40 s. paie par jour""";Bruges;Pension de 500 fr écus/an, payée en deux termes (Pâques et la Saint-Rémi);;;26 February 1407;ADCO, B 1547, f° 80 v°
82;Jean sans Peur;;636;Pierre de La Viefville;Seigneur de La Viefville, chevalier, conseiller et chambellan du duc;"""Mandement : Lequel ycelui seigneur par ses lettres donneez a Bruges le 6e jour de mars lan 1407 et pour les causes contenues en ycelles lui a ordonne prendre et avoir de lui chacun an de pencion tant quil lui plaira la somme de 500 fr. dor a la St Remy et a Pasques par moitie le premier terme quitte a la St Remy 1407 et pour ses autres lettres donnees 24e jour de mars 1408 la retenue de ce quil navoit pas fait le service dont mencion est faicte es lettres de la dicte retenue et pour ce que mon dit seigneur de par nagaires et par ses lettres donneez le 26e jour de juillet lan 1407 adrecans a messire des comptes à Dijon et à Lille a casse adnullt e revosque toutes pencions a vie que quelconques a vie ou a rappel a qui ne pour quelconque cause que ce ait este ne soulx quelconque forme de pairle que les lettres dicelui seigneur sur ce obtenues eussent este faictez et deffendu den paier aucune chose deslors en avant le dit seigneur par ses autres lettres donneez a Arras le 17e jour de fevrier 1408 et pour chacune causes contenues en ycelles voeult et lui plaist que ledit monseigneur de la Viesville recome e joysse de sadicte pencion tant quil plaira a mon dit seigneur selon la forme et teneur des dictes lettres de pencion lesquelles ycellui seigneur voeult est et demourer dantelle force et unghem que elles estoient par avant pour ce paie audit messire Pierre sur ce qui lui poeut ou pourra estre deu a cause de sadicte pencion et par sa quittance donnee le 25e jour de novembre 1408 cy rendue avec la coppie de la Retenue dicelle pencion collacionnee par maistre Baude des Bordes, secretaire de mon dit seigneur ensembla les lettres (mention rayée : de la confirmation et renouvellement dicelle) la somme de 750 fr. pour ce"" / Lettres patentes : Copie. Jean duc de Bourgoingne, Conte de Flandres, Dartois et de Bourgoingne palatin, seigneur de Salins et de Malines. A tous ceulx qui ces presentes lettres verront salut. Savoir faisons que tant pour le gran bien et souffisance que nous savons estre par experience en la personne de notre ame et feal chevalier messire Pierre, seigneur de la Viesville, comme pour consideracion des bons et aggreables services que ledit chevalier a fais ou temps passe a feux noz treschers seigneur et pere et dame et mere dont dieu ait les ames, et avons aussi en pluseurs manieres fait continuelement chacun jour et esperons que face ou temps advenir, ycellui messire Pierre avons au jour dui retenu et retenons par ces presentes en notre conseiller et chambellan pour nous servir es dis estat tant comem il nous plaira. A la pencion de Vc l. t. que nous lui avons ordonne prendre et avoir de nous chacun an a deux terms en lan. Cest assavoir a la saint Remi et Pasques, dont le premier paiement sera a la feste de la saint Remi prochainement venant. Duquel estat de conseiller ledit chevalier sera tenu de fare le serement en tel cas acousteume en noz mains ou es mains de notre ame et feal chancelier le seigneur de Courtivron, lequel a ce faire nous avons commis et commetons pour ces presentes. Si donnons en mandement a notre chancelier, aux maistres de notre hostel et a tous autres quil appartiendra que ledit messire Pierre facent souffrent et laissent jour et user plainement et paisiblement de notre presence retenu ensamble ladicte pencion. Et en oultre mandons a notre tresorier et gouverneur de noz finances qui lest a present ou le sera pour le temps advenir que par le Receveur general de noz dictes finances ou par aucun de noz autres Receveurs particuliers il face paier, baillier et delivrer audit messire Pierre ladicte pencion de Vc l. t. Aux termes ert en la maniere dessusdicte. Et par rapportant pour le premiere fois coppie ou vidimus de ces presentes colacionne en notre chambre des comptes ou par lun de noz secretaires ensamble quictance souffisante de chacun terme et paiement. Nous voulons ladicte pencion de Vc l. t. estre allouee es comptes et rabatue a la Recepte de celui quie paie laura. Par noz amez et feaulx les gens de nos comptes quil appartiendra sans contredit. Non obstant restitucions, ordonnance, mandement ou deffense a ce contraire. En tesmoing de ce Nous avons fait mectre notre scel a ces prentes. Donne en notre ville de Bruges le VIe jour de mars lan de grace mil quatre cens et six. Ainsi signeez par monseigneur le duc. Bordes. Collacionne estr faite aux lettres originaulx dessus transcript par mon. Bordes. [Dos : Jehan Chousat, conseiller, tresorier et gouverneur general des finances de monseigneur le duc de Bourgoingne, Conte de Flandres, Dartois et de Bourgoingne palatin, Jehan de Pressy, Receveur general desdites finances. Accomplissez le contenu au blanc de ce precedent vidimus par la forme et maniere que mondit seigneur le mande par ses lettres transcriptes oudit blanc. Escript le XXVIIIe jour davril lan mil CCCC et sept. J. Chousat]""";Bruges;Pension annuelle de 500 fr., payée en deux termes la Saint-Rémi et Pâques;;;6 March 1407;ADCO, B 1554, f° 53 v° / ADCO, B 354, liasse 1, cote 2197
83;Jean sans Peur;;275;Regnaudin Doriac;Conseiller du duc;Rappel de sa pension annuelle de 300 fr./an, octroyée par Philippe le Hardi le 25 octobre 1400, renouvelée le 27 janvier 1408 après l'annulation des pensions voulue par le duc le 27 juillet 1407. ;Aucune mention;150 fr. (quittance);;;6 March 1407;ADCO, B 1554, f° 57 r° et 57 v°
84;Jean sans Peur;;274;Jean de Pressy;;"""Auquel semblablement ycelui seigneur par ses lettres donnees a Bruges le 8e jour de mars 1407 et pour les causes contenues en ycelles a ordonne prendre et avoir de lui par ses mains chacun an tant comme il aura la charge dudit ffice et quil plaira a mondit seigneur la somme de 400 fr. monnoie royal de pencion a deux termes en lan cest assavoir Pasques et Saint Remy le premier terme et paiement de la dite pencion commencant a Pasques 1407 et 2 fr. dor de gages par jour oultre et pardessus la dicte pension toutes chaque fois quil vacquera ou fait desdictes financnes ou aultres besoingnes pour mondit seigneur hors de sa maison ou demourant Dainze a commanciez le jour quil fist le service dudit office qui fut le 22e jour de novembre 1406 de quil est contenu au doz des lettres de sa retenue dont la copie collecionne ey rendu chacun an a cause de la recepte des aides dartois dout ycellui seigneur le veult est cieu par sa certifficacion par laquelle il affermera en sa confience le nombre des dictes journees quil aura vacque oudit office pour le fait desdictes et hors de sadicte maison pource audit Jean de de Pressy pour sa pencion dun an par vertu de la copie des dictes lettres cy rendu seulment collacionne en la chambre des comptes et pour que mondit seigneur par ses lettres patentes donnee le 26e jour de juillet an 1407 estans en la chambre des comptes a casser amille toutes pensions par lui donne tant a vie comme a volente pour certaines causes contenues en ycelles lettres il veult et declairee par ses autres lettres donnees a Amiens le 28e jour de janvier 1408 cy rendus pour les causes en ycelles contenues son entencion non avoir este ne estre que ledit receveur par vertu de la dite ordonne [...] de sa dite pension de 400 fr. par an empeschier veult lui plait que il en joisse et la recoive tant quil lui plaira selon la forme et tenur de sesdites lettres quil a sur ce de lui lesquelles il veult estre et demourer dancelle force et vigeur quelles estoyent par avant ladicte ordonne, et de grace especial les lui renouvielle se mestier est, pour ce par vertu desdictes lettress et quittances tout cy rendu a court""";Bruges;Pension de 400 fr/an, payée en deux termes (Pâques et la Saint-Rémi);;;8 March 1407;ADCO, B 1547, f° 82 r° et 82 v°
85;Jean sans Peur;;88;Jean d'Aunay, dit Le Gallois d'Aunay;Chevalier et maître d'hôtel du duc et de la duchesse;Rappel de sa pension annuelle de 240 fr./an, payée en deux termes (Saint-André et le dernier jour de mai). Ici, partie de sa pension pour la Saint-André;Aucune mention;120 fr. (quittance);;;14 March 1407;ADCO, B 1554, f° 58 r°
86;Jean sans Peur;;2164;Robert de Bar;;Pension de 900 fr./an, ainsi que 3 écuyers et 8 valets lorsqu'il sera au service du duc en son hôtel;Aucune mention;176 fr.;;;26 March 1407;ADCO, B 1556, f° 44 r°
87;Jean sans Peur;;588;Rogue de Poix;Seigneur de Poix, chevalier, conseiller et chambellan du duc;Pension de 1000 fr./an, payée en deux termes (Pâques et la Saint-Rémi), en qualité de conseiller et chambellan du duc;Paris;Néant;;;30 March 1407;ADCO, B 1556, f° 45 v°
88;Jean sans Peur;;470;Enguerrand de Bournonville;;Pension de 300 fr./an, payée en deux termes (Saint-Jean et Noël);Paris;Néant;;;3 April 1407;ADCO, B 1556, f° 46 v°
89;Jean sans Peur;;522;Maître Jean Petit ou Jean Le Petit;Docteur en théologie et conseiller du duc;"""Je, Jehan le Petit, docteur en theologie, Conseiller de monseigneur le duc de Bourgoingne, Conte de Flandres, Dartois et de Bourgoingne. Confesse avoir eu et receu de Jehan de Pressy, Receveur general des finances de mondit seigneur, la somme de cent frans dor monnoie royal qui deubz mestoient a cause de ma pension, laquelle se monte a cent frans que mondit seigneur ma ordonne prendre et avoir de lui chascun an tant comme il lui plaira. A paier a deux termes, cest assavoir a la feste saint Jehan baptiste et a Noel. Et les cent frans ainsi receus par moy comme dit est sont pour les paiemens des termes de Noel mil CCCC et six et de saint Jehan baptiste darrain passee. De laquelle somme de cent frans dor monnoie dite je me tien pour content, et en quicte ledit seigneur, son dit Receveur et tous autrs quil appartient. Tesmoing me saing manuel et scel cy mis le Ve jour davril lan mil CCCC et sept.[Signature : J. le Petit][Sceau]""";Aucune mention;100 fr. d'or (quittance);;;5 April 1407;ADCO, B 364, liasse ?, c. 2
90;Jean sans Peur;;406;Pons de Perellos;Chevalier, conseiller et chambellan du duc;Pension annuelle de 500 fr/an, pour le terme de Pâques;Aucune mention;250 fr. (quittance);;;24 April 1407;ADCO, B 1554, f° 52 v°
91;Jean sans Peur;;876;Philibert de Montjeu;Conseiller du duc;"""Auquel ycelui seigneur par ses lettres donneez a Yppre le derrain jour davril 1407 et pour les causes contenues en ycelles a ordonne prendre et avoir de lui chascun an la somme de 200 fr. dor de pencion a paier a deux termes en lan cest assavoir saint Remy et pasques le premier terme et paiement commencant a la saint Remy 1408""";Ypres;Pension de 200 fr./an, payée en deux termes (Saint-Rémi et Pâques);;;30 April 1407;ADCO, B 1554, f° 56 v°
92;Jean sans Peur;;416;Guy Armenier;Conseiller du duc;"""Pour ce paie audit maistre Guy pour ledit premier terme du premier jour de may 1407, par sa quittance cy renue avec la coppie de sadicte retenue collacionnee par maistre Jehan de Saux secretaire de mondit seigneur""";Aucune mention;150 fr. (partie de pension);;;1 May 1407;ADCO, B 1547, f° 81 v°
93;Jean sans Peur;;77;Jean de La Chapelle;Seigneur de La Chapelle, chevalier, conseiller et chambellan du duc;Rappel de la pension annuelle de 500 fr./an, payée en deux termes (Saint-Rémi et Pâques);Aucune mention;500 fr. (quittance);;;1 May 1407;ADCO, B 1554, f° 54 r°
94;Jean sans Peur;;192;Jean, dit Le bâtard du Bochet;Ecuyer-panetier du duc;"""Je, Jehan du Boschet, escuier panetier de monseigneur le duc de Bourgoingne. Confesse avoir eu et receu de Jehan de Pressy, Receveur general des finances de mondit seigneur, la somme de quatre vins frans dor qui mestoient deuz a cause de ma pension de VIIIxx fr. que mondit seigneur ma ordonne prendre et avoir de lui chacun an tant comme il lui plaira a deux termes. Cest assavoir st Andry diver et au darrain jour de may. Et ce pour ledit terme de St Andry mil CCCC et six derrain passe de laquelle somme de IIIIxx fr. je me tieng pour content et en quicte mondit seigneur, ledit Pressy et tous autres. Tesmoing mes scel et seing manuel cy mis le premier jour de may lan mil CCCC et sept. Bochet.[Sceau]""";Aucune mention;80 fr. monn. royal (quittance);;;1 May 1407;ADCO, B 386, liasse 6, c. 66
95;Jean sans Peur;;90;Pierre de Montbertault;Conseiller et contrôleur général des finances du duc;"""Auquel ycelui seigneur par ses lettres donneez a Paris le 19e jour de may 1407 et pour les causes contenus en ycelle a ordonne prendre et avoir de pencion chacun an tant quil lui plaira par les mains dudit receveur general present et advenir la somme de 500 écus dor a II termes cest assavoir la Saint Remi et Pasques, le premier terme commencant a la Saint Remi 1407 et 3 fr. par jour oultre et pardessus ladicte pencion toutes et quantes fors quil laquera ou fait desdictes services ou autres besoingnes de mondit seigneur tant en la ville de Paris comme dehors exepte [...] en sa maison a Arras ou il tient son domicile dout ycelui seigneur le voeult estre par sa certifficacion dedictez journees""";Paris;Pension de 500 écus d'or/an, payée en deux termes (Saint-Rémi et Pâques);;;19 May 1407;ADCO, B 1547, f° 82 r°
96;Jean sans Peur;;394;Jean Lengret;Conseiller et maître des requêtes de l'hôtel du duc;"""Auquel ycelui seigneur par ses lettres donneez a Paris le 21e jour de may lan 1407 pour les causes contenues en ycelles a ordonne prendre et avoir de lui la somme de 200 fr. dor de pencion a ycelle paier a deux termes en lan cest assavoir la moitie au 21e jour de novembre et lautre moitie au 21e jour de may le premier terme de paiement commencant audit 21e jour de novembre oudit an 1407""";Paris;Pension annuelle de 200 fr/an, payée en deux termes (le 21e jour de novembre et le 21e jour de mai);;;21 May 1407;ADCO, B 1554, f° 54 v°
97;Jean sans Peur;;391;Jean Le Boulangier, dit Pagot;Ménestrel du duc;Pension annuelle de 67 fr./an, payée de 3 mois en 3 mois. Le premier terme commencera à la fin août 1407;Conflans;Pension annuelle de 67 fr./an, payée en 4 termes tous les 3 mois;;;24 May 1407;ADCO, B 1554, f° 61 v°
98;Jean sans Peur;;393;Guillaume Caillet;Ménestrel du duc;Pension annuelle de 67 fr./an, payée de 3 mois en 3 mois. Le premier terme commencera à la fin août 1407;Conflans;Pension annuelle de 67 fr./an, payée en 4 termes tous les 3 mois;;;24 May 1407;ADCO, B 1554, f° 62 r°
99;Jean sans Peur;;2165;Jean Wanezie;Ménestrel du duc;Pension annuelle de 67 fr./an, payée de 3 mois en 3 mois. Le premier terme commencera à la fin août 1407;Conflans;Pension annuelle de 67 fr./an, payée en 4 termes tous les 3 mois;;;24 May 1407;ADCO, B 1554, f° 62 r°
100;Jean sans Peur;;390;Henri du Houx;Ménestrel du duc;Pension annuelle de 67 fr./an, payée de 3 mois en 3 mois. Le premier terme commencera à la fin août 1407;Conflans;Pension annuelle de 67 fr./an, payée en 4 termes tous les 3 mois;;;24 May 1407;ADCO, B 1554, f° 62 v°
101;Jean sans Peur;;398;Christophe d'Albourg;Trompette du duc;Pension annuelle de 100 écus/an, payée de 3 mois en 3 mois. Le premier terme commencera à la fin août 1407;Conflans;Pension annuelle de 100 écus/an payée en 4 termes tous les 3 mois;;;24 May 1407;ADCO, B 1556, f° 52 v°
102;Jean sans Peur;;88;Jean d'Aunay, dit Le Gallois d'Aunay;Chevalier et maître d'hôtel du duc et de la duchesse;"""Pour ce paie audit messire Jehan pour le terme de may 1407 par sa quittance cy rendue avec la coppie des dictes lettres colacionne par maistre Guillaume Vignier secretaire de mondit seigneur tout cy rendue 120 fr. pour ce""";Paris;120 fr. (partie de pension);;;31 May 1407;ADCO, B 1547, f° 77 r°
103;Jean sans Peur;;1651;Jean Bateteau;Ecuyer et panetier du duc;Rappel de sa pension annuelle de 160 fr./an, payée en deux termes (Saint-André et le dernier jour de mai);Paris;160 fr. (quittance);;;31 May 1407;ADCO, B 1547, f° 79 v°
104;Jean sans Peur;;2162;Jacques de Villers;Ecuyer et échanson du duc;Rappel de sa pension annuelle de 160 fr./an, payée en deux termes (Saint-André et le dernier jour de mai);Aucune mention;160 fr. (quittance);;;31 May 1407;ADCO, B 1547, f° 78 v° et 79 r°
105;Jean sans Peur;;967;Etienne Moreau;Contrôleur de la dépense de l'hôtel du duc;Rappel de sa pension annuelle de 160 fr./an, payée en deux termes (Saint-André et le dernier jour de mai);Aucune mention;160 fr. (quittance);;;31 May 1407;ADCO, B 1547, f° 80 r°
106;Jean sans Peur;;23;Girart de Bourbon;Ecuyer d'écurie du duc;Rappel de sa pension annuelle de 160 fr./an, payée en deux termes (Saint-André et le dernier jour de mai);Aucune mention;160 fr. (quittance);;;3 June 1407;ADCO, B 1554, f° 59 r°
107;Jean sans Peur;;677;Baudouin, dit Beaugois d'Ailly;Chevalier, conseiller et chambellan du duc, vidame d'Amiens;Paiement pour sa pension de 500 fr./an;Aucune mention;100 fr. (quittance);;;3 June 1407;ADCO, B 1556, f° 57 r°
108;Jean sans Peur;;192;Jean, dit Le bâtard du Bochet;Ecuyer et panetier du duc;Rappel de sa pension annuelle de 160 fr./an, payée en deux termes (Saint-André et le dernier jour de mai);Aucune mention;160 fr. (quittance);;;8 June 1407;ADCO, B 1554, f° 59 v°
109;Jean sans Peur;;276;Jean de Velery;Maître de la chambre aux deniers;"""Pour ce paie a lui pour ung an servi au 9e jour de juillet 1407 par sa quittance cy rendue avec la coppie des dictez lettrez collacionnee par maistre Baude des Bordes""";Aucune mention;200 fr. (pension);;;9 July 1407;ADCO, B 1547, f° 81 v°
110;Jean sans Peur;;1182;Jean du Rup;Ecuyer;Paiement pour sa pension de 12 l. t., octroyée par Philippe le Hardi, duc de Bourgogne + arrérages;Aucune mention;44 l. 8 s. t. (quittance);;;12 July 1407;ADCO, B 1569, f° 79 v°
111;Jean sans Peur;;359;Waléran III de Luxembourg;Comte de Saint-Pol;Rappel de sa pension annuelle de 4000 fr., payée en deux termes (Saint-Jean et Noël). Ici, il s'agit d'un reste dû au comte de Saint-Pol;Aucune mention;200 fr.;;;29 August 1407;ADCO, B 1556, f° 43 r°
112;Jean sans Peur;;402;Pierre de La Tremoille;Chevalier, conseiller et chambellan du duc;Pension de 500 fr./an, remplaçant une pension de 1000 fr./an octroyée par Philippe le Hardi le 16 décembre 1401;Aucune mention;Pension de 500 fr./an + paiement de 250 fr. ;;;15 September 1407;ADCO, B 1556, f° 55 v°
113;Jean sans Peur;;394;Jean Lengret;Archidiacre du Grand Caux et conseiller du duc;Rappel de pension annuelle de 200 fr./an, payée en deux termes (21 mai et 21 novembre);Aucune mention;100 fr. (quitance);;;26 September 1407;ADCO, B 1554, f° 54 v°
114;Jean sans Peur;;178;Jean Malouel;Peintre;"""Lequel icellui seigneur tant pour grant habilite e souffisance qui est en lui de son mestier comme aussi pour parfaire les ouvraiges par lui encommenciez e neccesserement affaire es chartreux de Dijon a retenu a lui a son paintre aux gaiges ou pension de 8 gros escuz par jour tant comme il lui plaira a iceulx prendre de mois en mois, tant pour lannee commencant le premier jour de janvier mil CCCC VII comme pour les autres annees ensuivans, comme plus a plain est contenu es lettres dudit seigneur sur ce faces donnees a Paris le XXVIe jour dottobre mil CCCC VII pour paie a lui pour sesdiz gaiges dun an remi au derrain jour de decembre mil CCCC IX""";Paris;Pension de 8 gros écus/jour;;;26 October 1407;ADCO, B 1558, f° 65 v°
115;Jean sans Peur;;416;Guy Armenier;Docteur en lois, conseiller et maître des requêtes du duc;"""Je, Guy Armenier, docteur en lois, conseiller et maistre des requestes de monseigneur de Bourgoingne, confesse avoir eu et receu de Jehan Carondellet, tresorier de Dole, la somme de cent livres estevans que deue mestoit a cause de ma pense que je prent et ay acostume panre chacun an sur ledit tresorier a deux termes. Cest assavoir a Pasques et a la Toussains desservir pour un an feni a ladite Toussains darrenierement passee. De laquelle somme de C l. estevenans, je me tien pour bien content, et en quicte mon tres redoubte seigneur monseigneur de Bourgoingne, ledit tresorier et tous autres qui acquicter en sont. Tesmoinge mes scel et seign manuel cy mis le penultieme jour de novembre mil IIIIc et sept. Guy Armenier.[Sceau]""";Aucune mention;100 l. t. estevenant (quittance);;;29 November 1407;ADCO, B 374, liasse 19, c. 90
116;Jean sans Peur;;559;Adolphe II de Clèves;Comte de Clèves et de La Marck;Pension annuelle au terme de la Toussaint, pour l'année 1406;Aucune mention;1000 écus (quittance);;;4 December 1407;ADCO, B 1554, f° 51 r°
117;Jean sans Peur;;359;Waléran III de Luxembourg;Comte de Saint-Pol;Pension annuelle de 3000 écus/an aux termes de Noël et Saint-Jean-Baptiste, pour l'année 1406;Aucune mention;3000 écus (quittance);;;11 December 1407;ADCO, B 1554, f° 51 r°
118;Jean sans Peur;;2167;Jean de Curiet;Ecuyer de cuisine du duc;"Pension annuelle de 60 fr./an, payée en deux termes (la Saint-André et le dernier jour de mai). L'octroi de cette pension précise que ledit Jean de Curiet ""ne sera tenus de demander a mon dit seigneur aucuns dons ou bienffaiz pour pertes de chevaux ne autrement en quelque maniere que ce soit fors seulement en augmentacion de mariage et rachetement de prison""";Lille;Pension de 60 fr./an, payée en deux termes (la Saint-André et le dernier jour de mai);;;12 December 1407;ADCO, B 1554, f° 60 r°
119;Jean sans Peur;;294;Vermonnet de Mery;Ecuyer de cuisine du duc;"Pension annuelle de 60 fr./an, payée en deux termes (la Saint-André et le dernier jour de mai). L'octroi de cette pension précise que ledit Vermonnet de Mery ""ne sera tenus de demander a mon dit seigneur aucuns dons ou bienffaiz pour pertes de chevaux ne autrement en quelque maniere que ce soit fors seulement en augmentacion de mariage et rachetement de prison""";Lille;Pension de 60 fr./an, payée en deux termes (la Saint-André et le dernier jour de mai);;;12 December 1407;ADCO, B 1554, f° 60 r°
120;Jean sans Peur;;2169;Hayne d'Ypres;Ecuyer de cuisine du duc;"Pension annuelle de 60 fr./an, payée en deux termes (la Saint-André et le dernier jour de mai). L'octroi de cette pension précise que ledit Heyne Dippre ""ne sera tenus de demander a mon dit seigneur aucuns dons ou bienffaiz pour pertes de chevaux ne autrement en quelque maniere que ce soit fors seulement en augmentacion de mariage et rachetement de prison""";Lille;Pension de 60 fr./an, payée en deux termes (la Saint-André et le dernier jour de mai);;;12 December 1407;ADCO, B 1554, f° 60 v°
121;Jean sans Peur;;73;Jean de La Hamaide;Seigneur de La Hamaide, de Conde et de Renaix, conseiller du duc;Pension de 600 fr./an, payée en deux termes (Saint-Jean et Noël), en qualité de nouveau conseiller du duc de Bourgogne;Lille;300 fr.;;;12 December 1407;ADCO, B 1556, f° 44 r°
122;Jean sans Peur;;2154;Jean Haguenin;Avocat au Parlement;Paiement pour sa pension de 20 fr./an;Aucune mention;20 fr. (quittance);;;12 December 1407;ADCO, B 1556, f° 53 r°
123;Jean sans Peur;;525;Pierre de Marigny;Avocat au Parlement et conseiller du duc audit Parlement;Paiement pour sa pension de 20 fr./an;Aucune mention;20 fr. (quittance);;;12 December 1407;ADCO, B 1556, f° 53 r°
124;Jean sans Peur;;2161;Henri de Thoisy;Avocat et conseiller du duc au Parlement;Paiement pour sa pension de 20 fr./an;Aucune mention;20 fr. (quittance);;;12 December 1407;ADCO, B 1556, f° 53 r° et 53 v°
125;Jean sans Peur;;2153;Jean Perier;Avocat au Parlement et conseiller du duc audit Parlement;Paiement pour sa pension de 20 fr./an;Aucune mention;20 fr. (quittance);;;12 December 1407;ADCO, B 1556, f° 53 v°
126;Jean sans Peur;;523;André Cotin;Avocat au Parlement et conseiller du duc audit Parlement;Paiement pour sa pension de 20 fr./an;Aucune mention;20 fr. (quittance);;;12 December 1407;ADCO, B 1556, f° 53 v°
127;Jean sans Peur;;2156;Barthelemy Destourbes;Procureur au Parlement;Paiement pour sa pension de 20 fr./an;Aucune mention;20 fr. (quittance);;;12 December 1407;ADCO, B 1556, f° 54 r°
128;Jean sans Peur;;2157;Etienne Ligier;Procureur du duc au Parlement;Paiement pour sa pension de 20 fr./an;Aucune mention;20 fr. (quittance);;;12 December 1407;ADCO, B 1556, f° 54 r°
129;Jean sans Peur;;2170;Jeannin Le Fevre;Queux du duc;Pension de 60 fr.an, payée en deux termes (le 31 mai et le 30 novembre). Le premier terme commence le 31 mai 1408;Aucune mention;Pension de 60 fr./an, payée en deux termes (le 31 mai et le 30 novembre);;;12 December 1407;ADCO, B 1558, f° 60 r°
130;Jean sans Peur;;359;Waléran III de Luxembourg;Comte de Saint-Pol;Reste sur sa pension annuelle de 3000 écus/an aux termes de Noël et Saint-Jean-Baptiste;Aucune mention;900 fr. (quittance);;;24 December 1407;ADCO, B 1554, f° 51 v°
131;Jean sans Peur;;374;Girard de Bourbon;Seigneur de Montperroux, chevalier;Paiement pour sa pension de 500 fr./an;Aucune mention;180 fr. (quittance);;;1 January 1408;ADCO, B 1556, f° 57 r°
132;Jean sans Peur;;90;Pierre de Montbertault;Conseiller et contrôleur général des finances du duc;"""Pour ce paie audit Montbertault sur sadicte pencion pour le terme de Saint-Rémi 1408 par sa quittance ci rendu avec la coppie des dictez lettres fait pour le service du chastelet de Paris""";Paris;250 écus d'or (partie de pension);;;15 January 1408;ADCO, B 1547, f° 82 r°
133;Jean sans Peur;;967;Etienne Moreau;Contrôleur de la dépense de l'hôtel du duc;Rappel de sa pension annuelle de 160 fr./an, payée en deux termes (la Saint-André et le dernier jour de mai);Aucune mention;80 fr. (quittance);;;3 February 1408;ADCO, B 1554, f° 61 r° et 61 v°
134;Jean sans Peur;;559;Adolphe II de Clèves;Comte de Clèves et de La Marck;Partie de sa pension annuelle de 1000 écus/an au terme de la Toussaint;Aucune mention;500 écus d'or (quittance) ;;;14 February 1408;ADCO, B 1554, f° 51 r°
135;Jean sans Peur;;217;Guillaume II de Namur;Comte de Namur;Rappel de sa pension annuelle de 3000 fr., payée en 3 termes tous les 4 mois. ;Aucune mention;200 fr. (quittance);;;14 February 1408;ADCO, B 1556, f° 46 v°
136;Jean sans Peur;;15;Jean Pioche;Chevalier et maître d'hôtel du duc;Rappel de sa pension annuelle de 240 fr./an, payée en deux termes (la Saint-André et le dernier jour de mai);Aucune mention;240 fr. (quittance);;;17 February 1408;ADCO, B 1554, f° 57 v° et 58 r°
137;Jean sans Peur;;559;Adolphe II de Clèves;Comte de Clèves et de La Marck;Partie de sa pension annuelle de 1000 écus/an au terme de la Toussaint, pour l'année 1407;Aucune mention;500 écus d'or (quittance);;;2 March 1408;ADCO, B 1554, f° 51 r°
138;Jean sans Peur;;245;Philibert de Chantemerle;Ecuyer et chambellan du comte de Charolais;Pension de 400 fr./an, payée en deux termes (Noël et la Saint-Jean). Le premier paiement commencera à la Saint-Jean 1408;Aucune mention;Pension annuelle de 400 fr., payée en deux termes (Noël et la Saint-Jean);;;3 March 1408;ADCO, B 1562, f° 24 r°
139;Jean sans Peur;;508;Raoul Le Maire;Conseiller du duc;Paiement pour sa pension de 200 fr./an;Aucune mention;200 fr. (quittance);;;6 March 1408;ADCO, B 1556, f° 48 v°
140;Jean sans Peur;;359;Waléran III de Luxembourg;Comte de Saint-Pol;Reste sur sa pension annuelle de 3000 écus/an aux termes de Noël et Saint-Jean-Baptiste;Aucune mention;689 fr. 7 s. 6 d. t. (quittance);;;8 March 1408;ADCO, B 1554, f° 52 v°
141;Jean sans Peur;;259;Lourdin de Saligny;Chevalier, conseiller et chambellan du duc;Pension de 500 fr./an, payée en deux termes (Noël et la Saint-Jean) ;Paris;Néant;;;8 March 1408;ADCO, B 1556, f° 47 r°
142;Jean sans Peur;;88;Jean d'Aunay, dit Le Gallois d'Aunay;Chevalier et maître d'hôtel du duc et de la duchesse;Rappel de sa pension annuelle de 240 fr./an, payée en deux termes (Saint-André et le dernier jour de mai). Ici, partie de sa pension pour la Saint-André;Aucune mention;120 fr. (quittance);;;14 March 1408;ADCO, B 1554, f° 58 v°
143;Jean sans Peur;;550;Oudart de L'Espinace;Ecuyer et échanson du duc;Paiement pour sa pension de 160 fr./an;Aucune mention;80 fr. (quittance);;;14 March 1408;ADCO, B 1556, f° 49 r°
144;Jean sans Peur;;537;Guyot de Savigny;Ecuyer d'écurie du duc;Pension de 160 fr./an, payée en deux termes (le dernier jour de mai et la Saint-André). Paiement ici de la première pension annuelle couvrant 1407;Aucune mention;180 fr.;;;18 March 1408;ADCO, B 1554, f° 58 v°
